Lat,Lon,Predicted_NTU,Flow_U,Flow_V,Risk_Level,Source
16.575706,80.5188,85.44941,15247.271,4373.5757,Low,Agricultural Runoff
16.575706,80.520485,64.49452,7960.6357,6044.1177,Low,Agricultural Runoff
16.57409,80.4378,64.06767,612.41876,-11463.038,Low,Agricultural Runoff
16.57409,80.43948,62.458454,474.56442,-11853.929,Low,Agricultural Runoff
16.57409,80.44117,50.593697,-565.60254,-10616.555,Low,Agricultural Runoff
16.57409,80.44286,46.527527,-612.8033,-8284.941,Low,Agricultural Runoff
16.57409,80.44455,58.484154,-40.914818,-12314.121,Low,Agricultural Runoff
16.57409,80.446236,49.191566,-105.96085,-8541.136,Low,Agricultural Runoff
16.57409,80.4513,56.668434,-1334.7593,-7790.6978,Low,Agricultural Runoff
16.57409,80.45299,78.01938,-4822.146,-11751.482,Low,Agricultural Runoff
16.57409,80.45973,29.827265,4145.4873,-3505.9165,Low,Agricultural Runoff
16.57409,80.461426,41.354706,3578.2678,-189.86214,Low,Agricultural Runoff
16.57409,80.46311,39.407005,-1090.89,-7820.215,Low,Agricultural Runoff
16.57409,80.4648,41.445786,-4086.9758,-6125.488,Low,Agricultural Runoff
16.57409,80.466484,51.499756,-9927.384,-4725.3926,Low,Agricultural Runoff
16.57409,80.48673,124.956856,6105.6064,-18627.75,Moderate,Agricultural Runoff
16.57409,80.48843,92.814995,11005.559,-14100.021,Low,Agricultural Runoff
16.57409,80.49011,74.03806,6302.82,-10961.915,Low,Agricultural Runoff
16.57409,80.4918,65.23961,4067.7798,-16828.654,Low,Agricultural Runoff
16.57409,80.493484,50.924667,7042.0703,-22904.78,Low,Agricultural Runoff
16.57409,80.49517,62.100082,2083.3394,-10763.62,Low,Agricultural Runoff
16.57409,80.496864,87.563995,-1072.7057,-4665.143,Low,Agricultural Runoff
16.57409,80.51711,103.151024,14773.526,2154.2603,Moderate,Agricultural Runoff
16.57409,80.5188,85.9053,8354.7705,2589.5378,Low,Agricultural Runoff
16.57409,80.520485,75.12507,8011.7085,31578.871,Low,Agricultural Runoff
16.57409,80.52217,91.62592,-8808.919,43561.855,Low,Agricultural Runoff
16.572472,80.44455,35.35793,-314.6136,-13103.084,Low,Agricultural Runoff
16.572472,80.446236,44.093708,481.28674,-8745.944,Low,Agricultural Runoff
16.572472,80.44792,49.779236,-430.72165,-1649.2451,Low,Agricultural Runoff
16.572472,80.44961,30.972988,-2078.6814,-3147.5276,Low,Agricultural Runoff
16.572472,80.4513,19.300728,-5199.691,864.60297,Low,Agricultural Runoff
16.572472,80.45299,31.02229,-1550.5686,759.86774,Low,Agricultural Runoff
16.572472,80.45467,35.928665,-12135.9,4487.0215,Low,Agricultural Runoff
16.572472,80.45973,14.705146,-3818.9324,17670.922,Low,Agricultural Runoff
16.572472,80.461426,21.871798,584.6657,12686.681,Low,Agricultural Runoff
16.572472,80.46311,5.833813,-260.75745,15424.744,Low,Agricultural Runoff
16.572472,80.4648,-0.868342,-4875.3604,14769.413,Low,Agricultural Runoff
16.572472,80.466484,17.301476,-1840.6044,12064.48,Low,Agricultural Runoff
16.572472,80.46817,52.299004,-7082.327,2142.051,Low,Agricultural Runoff
16.572472,80.469864,74.99768,-7589.577,-6992.363,Low,Agricultural Runoff
16.572472,80.47155,89.67114,4711.4395,-14883.628,Low,Agricultural Runoff
16.572472,80.473236,64.42567,4079.9868,-3653.914,Low,Agricultural Runoff
16.572472,80.47492,46.7039,5251.064,1546.903,Low,Agricultural Runoff
16.572472,80.481674,57.300835,-9754.174,-4201.838,Low,Agricultural Runoff
16.572472,80.48336,69.427734,-6801.8774,-4030.1501,Low,Agricultural Runoff
16.572472,80.48505,107.8549,1870.2659,-19076.736,Moderate,Agricultural Runoff
16.572472,80.48673,93.21195,-555.61334,-16237.597,Low,Agricultural Runoff
16.572472,80.48843,60.540924,12861.192,-12944.983,Low,Agricultural Runoff
16.572472,80.5188,81.785164,21126.32,70703.17,Low,Agricultural Runoff
16.572472,80.520485,67.168365,-16904.19,54245.434,Low,Agricultural Runoff
16.572472,80.52217,88.99892,4685.4956,66736.92,Low,Agricultural Runoff
16.572472,80.52386,108.30223,16147.844,63711.215,Moderate,Agricultural Runoff
16.570852,80.4513,29.850956,-3914.3674,-5583.318,Low,Agricultural Runoff
16.570852,80.45299,16.163967,-5598.714,-6336.539,Low,Agricultural Runoff
16.570852,80.45467,-0.33723882,-13467.786,19127.625,Low,Agricultural Runoff
16.570852,80.45636,-6.8640323,-2315.8794,33681.715,Low,Agricultural Runoff
16.570852,80.458046,-6.1105714,2272.2988,36929.6,Low,Agricultural Runoff
16.570852,80.45973,-11.095538,7845.1753,36550.906,Low,Agricultural Runoff
16.570852,80.461426,-13.298011,4806.114,33705.51,Low,Agricultural Runoff
16.570852,80.46311,-11.185395,5623.5728,37714.53,Low,Agricultural Runoff
16.570852,80.4648,-7.859634,5651.5664,36909.215,Low,Agricultural Runoff
16.570852,80.466484,-6.40941,2783.928,35075.625,Low,Agricultural Runoff
16.570852,80.46817,8.265497,1518.3323,20603.62,Low,Agricultural Runoff
16.570852,80.469864,39.000626,-9766.971,4714.8945,Low,Agricultural Runoff
16.570852,80.47155,60.470116,1636.4724,-8975.272,Low,Agricultural Runoff
16.570852,80.473236,65.82245,1081.5465,-5249.4053,Low,Agricultural Runoff
16.570852,80.47492,68.1287,3690.7507,-11897.763,Low,Agricultural Runoff
16.570852,80.47661,52.323383,-1049.985,-10005.741,Low,Agricultural Runoff
16.570852,80.4783,48.859306,-790.26764,-15277.365,Low,Agricultural Runoff
16.570852,80.47999,53.07395,-2805.8267,-11323.213,Low,Agricultural Runoff
16.570852,80.481674,59.137955,-5448.8525,-6604.855,Low,Agricultural Runoff
16.570852,80.48336,63.912205,-7147.424,-7836.0874,Low,Agricultural Runoff
16.570852,80.48505,75.70413,7033.113,-8021.4854,Low,Agricultural Runoff
16.570852,80.51373,130.42125,1493.3969,52560.94,Moderate,Agricultural Runoff
16.570852,80.51543,189.19756,3918.3699,23259.521,Moderate,Agricultural Runoff
16.570852,80.51711,148.0275,-1818.2976,81340.234,Moderate,Agricultural Runoff
16.570852,80.5188,102.59586,22953.957,120720.93,Moderate,Agricultural Runoff
16.570852,80.520485,76.42599,17252.068,144505.72,Low,Agricultural Runoff
16.570852,80.52217,80.80079,13582.214,142935.81,Low,Agricultural Runoff
16.570852,80.52386,98.38126,17302.455,123797.86,Low,Agricultural Runoff
16.570852,80.52555,111.24526,23166.86,123690.08,Moderate,Agricultural Runoff
16.570852,80.52724,107.36175,38246.38,68523.27,Moderate,Agricultural Runoff
16.569235,80.45467,15.249114,-15926.254,-20177.945,Low,Agricultural Runoff
16.569235,80.45636,11.077583,-16855.664,-27000.86,Low,Agricultural Runoff
16.569235,80.458046,8.9507065,11567.426,-27421.045,Low,Agricultural Runoff
16.569235,80.45973,-2.7341723,-5297.0527,5771.107,Low,Agricultural Runoff
16.569235,80.461426,-5.143369,13297.946,3675.3342,Low,Agricultural Runoff
16.569235,80.46311,-4.984452,13177.612,4071.1536,Low,Agricultural Runoff
16.569235,80.4648,0.21719594,12558.567,-2317.5256,Low,Agricultural Runoff
16.569235,80.466484,8.477341,9487.514,-2243.9946,Low,Agricultural Runoff
16.569235,80.46817,26.685358,17749.393,-14810.689,Low,Agricultural Runoff
16.569235,80.469864,31.73672,-1162.9432,-212.83864,Low,Agricultural Runoff
16.569235,80.47492,41.861523,3874.7004,-5903.793,Low,Agricultural Runoff
16.569235,80.47661,10.2483225,11904.376,-5417.276,Low,Agricultural Runoff
16.569235,80.4783,30.204876,7910.854,299.12216,Low,Agricultural Runoff
16.569235,80.47999,43.71109,-5671.585,-688.6094,Low,Agricultural Runoff
16.569235,80.50192,153.2908,-37960.246,18870.588,Moderate,Agricultural Runoff
16.569235,80.50361,107.341156,-32105.434,62359.355,Moderate,Agricultural Runoff
16.569235,80.505295,78.801834,-6706.3447,125702.11,Low,Agricultural Runoff
16.569235,80.50699,64.98231,3992.2559,140440.6,Low,Agricultural Runoff
16.569235,80.508675,71.16318,-39625.297,142911.3,Low,Agricultural Runoff
16.569235,80.51036,96.878105,-20763.514,97430.664,Low,Agricultural Runoff
16.569235,80.51205,114.00405,-105055.89,70009.414,Moderate,Agricultural Runoff
16.569235,80.51373,115.78329,-94893.94,74627.625,Moderate,Agricultural Runoff
16.569235,80.51543,136.73543,-33702.56,89982.79,Moderate,Agricultural Runoff
16.569235,80.51711,138.42386,-86597.18,52561.61,Moderate,Agricultural Runoff
16.569235,80.5188,101.66201,-34616.69,78551.24,Moderate,Agricultural Runoff
16.569235,80.520485,94.565346,-104473.734,61267.164,Low,Agricultural Runoff
16.569235,80.52217,96.82555,-112412.35,69206.79,Low,Agricultural Runoff
16.569235,80.52386,109.97602,-60694.746,101322.484,Moderate,Agricultural Runoff
16.569235,80.52555,114.43217,-68956.48,101026.234,Moderate,Agricultural Runoff
16.569235,80.52724,130.68742,-40311.973,134349.02,Moderate,Agricultural Runoff
16.569235,80.52892,110.93136,120107.25,84500.38,Moderate,Agricultural Runoff
16.567617,80.47492,33.929485,-13429.1045,24104.387,Low,Agricultural Runoff
16.567617,80.47661,-1.2498603,46076.727,24324.178,Low,Agricultural Runoff
16.567617,80.4783,29.946573,11929.73,5209.027,Low,Agricultural Runoff
16.567617,80.50024,93.22049,-52952.945,46273.69,Low,Agricultural Runoff
16.567617,80.50192,83.306145,-58115.652,90805.72,Low,Agricultural Runoff
16.567617,80.50361,75.46755,-20758.04,56199.227,Low,Agricultural Runoff
16.567617,80.505295,69.777374,-40018.85,-5280.4033,Low,Agricultural Runoff
16.567617,80.50699,66.542946,-71513.13,11712.098,Low,Agricultural Runoff
16.567617,80.508675,67.437645,-50367.27,18650.545,Low,Agricultural Runoff
16.567617,80.51036,90.06687,-115099.664,48423.06,Low,Agricultural Runoff
16.567617,80.51205,112.12624,-126181.984,79439.96,Moderate,Agricultural Runoff
16.567617,80.51373,98.62693,-49794.625,105860.12,Low,Agricultural Runoff
16.567617,80.51543,85.25002,-48791.15,107748.87,Low,Agricultural Runoff
16.567617,80.51711,101.96305,-90606.92,62794.27,Moderate,Agricultural Runoff
16.567617,80.5188,109.39335,-23529.594,74388.59,Moderate,Agricultural Runoff
16.567617,80.520485,106.440895,-52647.82,72503.4,Moderate,Agricultural Runoff
16.567617,80.52217,111.06201,-105388.9,62691.62,Moderate,Agricultural Runoff
16.567617,80.52386,121.85,-121563.164,75684.47,Moderate,Agricultural Runoff
16.567617,80.52555,124.11733,-67600.02,105715.13,Moderate,Agricultural Runoff
16.567617,80.52724,131.04802,-101257.984,84095.63,Moderate,Agricultural Runoff
16.567617,80.52892,139.42783,-30397.584,133737.55,Moderate,Agricultural Runoff
16.567617,80.53061,107.33354,121320.02,82609.76,Moderate,Agricultural Runoff
16.565998,80.47492,62.033962,-31289.691,80891.75,Low,Agricultural Runoff
16.565998,80.47661,19.820904,79234.51,35572.383,Low,Agricultural Runoff
16.565998,80.4783,24.429472,36859.746,10457.542,Low,Agricultural Runoff
16.565998,80.493484,74.396385,-40828.56,28672.686,Low,Agricultural Runoff
16.565998,80.49517,84.50188,-12521.173,48553.332,Low,Agricultural Runoff
16.565998,80.496864,93.05781,45023.277,-17284.176,Low,Agricultural Runoff
16.565998,80.49855,86.94903,10638.816,-47681.61,Low,Agricultural Runoff
16.565998,80.50024,66.379814,-9604.183,-74846.79,Low,Agricultural Runoff
16.565998,80.50192,60.466606,-84279.14,27951.87,Low,Agricultural Runoff
16.565998,80.50361,65.71648,-20360.152,38389.625,Low,Agricultural Runoff
16.565998,80.505295,69.63861,-38085.688,23864.73,Low,Agricultural Runoff
16.565998,80.50699,63.030266,-68334.35,58565.562,Low,Agricultural Runoff
16.565998,80.508675,80.57926,-34193.945,58424.58,Low,Agricultural Runoff
16.565998,80.51036,97.84498,-106305.73,44835.69,Low,Agricultural Runoff
16.565998,80.51205,84.69618,-23487.01,21722.186,Low,Agricultural Runoff
16.565998,80.51373,65.059944,161914.08,-190854.38,Low,Agricultural Runoff
16.565998,80.51543,58.903286,77347.625,-182095.2,Low,Agricultural Runoff
16.565998,80.51711,81.34585,-30891.572,-54615.48,Low,Agricultural Runoff
16.565998,80.5188,117.270775,-36252.273,49771.645,Moderate,Agricultural Runoff
16.565998,80.520485,120.71789,-36246.168,57997.715,Moderate,Agricultural Runoff
16.565998,80.52217,122.2358,-48872.47,58716.297,Moderate,Agricultural Runoff
16.565998,80.52386,126.240555,-124661.54,52326.855,Moderate,Agricultural Runoff
16.565998,80.52555,126.08563,-111987.695,65798.92,Moderate,Agricultural Runoff
16.565998,80.52724,128.78918,-57444.617,88000.65,Moderate,Agricultural Runoff
16.565998,80.52892,130.8758,-104880.195,76482.375,Moderate,Agricultural Runoff
16.565998,80.53061,130.48338,-32666.291,140787.44,Moderate,Agricultural Runoff
16.565998,80.532295,105.267715,90506.57,91205.28,Moderate,Agricultural Runoff
16.56438,80.473236,59.83046,-8355.083,-48174.305,Low,Agricultural Runoff
16.56438,80.47492,58.94576,7190.259,-93289.83,Low,Agricultural Runoff
16.56438,80.47661,50.373894,44142.207,-88797.86,Low,Agricultural Runoff
16.56438,80.4783,28.496508,27006.28,-23899.404,Low,Agricultural Runoff
16.56438,80.47999,42.632084,-6284.134,-8419.383,Low,Agricultural Runoff
16.56438,80.48843,86.43654,12704.365,-30128.824,Low,Agricultural Runoff
16.56438,80.49011,84.17573,-11870.453,-20497.031,Low,Agricultural Runoff
16.56438,80.4918,76.58154,-13218.01,-21505.834,Low,Agricultural Runoff
16.56438,80.493484,74.11218,-27624.61,-45277.4,Low,Agricultural Runoff
16.56438,80.49517,74.01955,9424.523,-96841.06,Low,Agricultural Runoff
16.56438,80.496864,71.96772,23947.846,-49268.465,Low,Agricultural Runoff
16.56438,80.49855,74.668915,876.3195,-2576.5186,Low,Agricultural Runoff
16.56438,80.50024,78.76481,-29703.818,-6596.0234,Low,Agricultural Runoff
16.56438,80.50192,77.27158,-4856.2974,-37036.895,Low,Agricultural Runoff
16.56438,80.50361,73.51743,38122.61,-65385.254,Low,Agricultural Runoff
16.56438,80.505295,67.9699,-71296.19,51473.67,Low,Agricultural Runoff
16.56438,80.50699,71.24706,-64959.133,88452.484,Low,Agricultural Runoff
16.56438,80.508675,76.28799,51443.188,-7832.104,Low,Agricultural Runoff
16.56438,80.51036,48.257896,-43588.34,-61198.957,Low,Agricultural Runoff
16.56438,80.51205,28.886734,70003.766,-66740.73,Low,Agricultural Runoff
16.56438,80.52217,101.6876,-45728.637,-94989.59,Moderate,Agricultural Runoff
16.56438,80.52386,135.26732,-56118.89,40825.555,Moderate,Agricultural Runoff
16.56438,80.52555,135.03322,-64914.164,69047.586,Moderate,Agricultural Runoff
16.56438,80.52724,125.386055,-107636.95,71384.266,Moderate,Agricultural Runoff
16.56438,80.52892,116.686,-54000.016,91087.24,Moderate,Agricultural Runoff
16.56438,80.53061,110.43176,-96656.33,71374.28,Moderate,Agricultural Runoff
16.56438,80.532295,105.39057,-17765.973,118493.85,Moderate,Agricultural Runoff
16.56438,80.53399,156.76321,73810.87,65168.152,Moderate,Agricultural Runoff
16.562763,80.47999,44.66735,-4829.87,987.9045,Low,Agricultural Runoff
16.562763,80.48505,36.59838,-3280.9275,-24777.248,Low,Agricultural Runoff
16.562763,80.48673,41.533913,838.257,-26246.879,Low,Agricultural Runoff
16.562763,80.48843,36.193886,10420.767,-17333.148,Low,Agricultural Runoff
16.562763,80.49011,35.13166,5509.37,-14520.981,Low,Agricultural Runoff
16.562763,80.52555,140.08754,-42165.61,-93207.12,Moderate,Agricultural Runoff
16.562763,80.52724,137.8425,-112509.69,40083.3,Moderate,Agricultural Runoff
16.562763,80.52892,124.60093,-47726.883,93525.53,Moderate,Agricultural Runoff
16.562763,80.53061,111.67869,-43201.688,101254.89,Moderate,Agricultural Runoff
16.562763,80.532295,104.59747,-55414.81,96398.73,Moderate,Agricultural Runoff
16.562763,80.53399,177.39084,-11188.899,65142.64,Moderate,Agricultural Runoff
16.561144,80.52724,154.73409,-93054.266,-56813.734,Moderate,Agricultural Runoff
16.561144,80.52892,149.06384,-44930.18,46122.88,Moderate,Agricultural Runoff
16.561144,80.53061,130.61932,-54053.023,82472.72,Moderate,Agricultural Runoff
16.561144,80.532295,109.64854,-57570.28,107012.69,Moderate,Agricultural Runoff
16.559526,80.53061,141.96297,-101708.37,24016.24,Moderate,Agricultural Runoff
16.559526,80.532295,116.01336,-116149.37,68425.45,Moderate,Agricultural Runoff
16.559526,80.53399,154.7975,-88663.28,59340.883,Moderate,Agricultural Runoff
16.557909,80.532295,134.61986,-63630.1,60402.418,Moderate,Agricultural Runoff
16.557909,80.53399,147.48003,-102398.86,41570.598,Moderate,Agricultural Runoff
16.55629,80.532295,135.93108,-55625.016,-77374.28,Moderate,Agricultural Runoff
16.55629,80.53399,132.04617,-99463.76,43213.363,Moderate,Agricultural Runoff
16.55629,80.54243,133.78105,-2172.8882,66670.37,Moderate,Agricultural Runoff
16.55629,80.54411,88.00674,77922.86,49576.84,Low,Agricultural Runoff
16.554672,80.532295,136.6237,-69595.59,42690.703,Moderate,Agricultural Runoff
16.554672,80.53399,124.08095,-90111.12,52234.22,Moderate,Agricultural Runoff
16.554672,80.535675,132.69322,-35759.516,75712.37,Moderate,Agricultural Runoff
16.554672,80.53736,144.83627,-84291.01,43541.52,Moderate,Agricultural Runoff
16.554672,80.53905,121.07671,-96485.63,56631.883,Moderate,Agricultural Runoff
16.554672,80.54073,100.20031,-91903.15,67134.17,Moderate,Agricultural Runoff
16.554672,80.54243,97.88648,-29921.26,105407.02,Low,Agricultural Runoff
16.554672,80.54411,123.77729,10389.228,62727.863,Moderate,Agricultural Runoff
16.553055,80.532295,128.99387,-69154.62,-56032.56,Moderate,Agricultural Runoff
16.553055,80.53399,125.110565,-105003.84,53688.89,Moderate,Agricultural Runoff
16.553055,80.535675,115.765144,-35586.098,86732.52,Moderate,Agricultural Runoff
16.553055,80.53736,93.14379,-91351.01,69511.31,Low,Agricultural Runoff
16.553055,80.53905,90.9833,-44726.4,96620.016,Low,Agricultural Runoff
16.553055,80.54073,96.161354,-53372.938,91336.195,Low,Agricultural Runoff
16.553055,80.54243,98.06713,-38739.043,83279.58,Low,Agricultural Runoff
16.553055,80.54411,123.32693,-17716.4,70557.93,Moderate,Agricultural Runoff
16.553055,80.5458,150.30534,47263.453,-4733.2593,Moderate,Agricultural Runoff
16.551435,80.53399,120.30604,-59544.19,-76148.72,Moderate,Agricultural Runoff
16.551435,80.535675,113.279655,-13651.321,56939.363,Moderate,Agricultural Runoff
16.551435,80.53736,92.218285,-47260.68,61418.992,Low,Agricultural Runoff
16.551435,80.53905,100.70429,4368.2183,1805.5282,Moderate,Agricultural Runoff
16.551435,80.54073,104.94383,-93500.74,42932.496,Moderate,Agricultural Runoff
16.551435,80.54243,119.98045,-45566.383,82986.2,Moderate,Agricultural Runoff
16.551435,80.54411,139.35239,71340.62,-4209.8384,Moderate,Agricultural Runoff
16.551435,80.5458,157.83743,54368.418,-4434.6753,Moderate,Agricultural Runoff
16.551435,80.547485,149.87276,-2036.9523,-10584.347,Moderate,Agricultural Runoff
16.549818,80.535675,113.574326,-58136.492,-61700.773,Moderate,Agricultural Runoff
16.549818,80.53736,114.58011,-64443.22,55161.74,Moderate,Agricultural Runoff
16.549818,80.54411,135.75426,37984.812,-20616.615,Moderate,Agricultural Runoff
16.549818,80.5458,155.44565,4986.821,3369.538,Moderate,Agricultural Runoff
16.549818,80.547485,139.5619,11915.92,58009.348,Moderate,Agricultural Runoff
16.549818,80.54917,113.124565,24463.78,18990.389,Moderate,Agricultural Runoff
16.5482,80.53736,131.70406,-65243.13,-36340.86,Moderate,Agricultural Runoff
16.5482,80.53905,98.20264,14274.113,135824.88,Low,Agricultural Runoff
16.5482,80.547485,139.0616,6953.7007,-15843.741,Moderate,Agricultural Runoff
16.5482,80.54917,116.88626,3098.044,69125.69,Moderate,Agricultural Runoff
16.5482,80.55086,102.56923,10027.751,95483.97,Moderate,Agricultural Runoff
16.546581,80.53736,126.22901,-72969.43,4278.3735,Moderate,Agricultural Runoff
16.546581,80.53905,135.01978,-40920.387,82641.766,Moderate,Agricultural Runoff
16.546581,80.54073,106.61747,-92201.44,52824.54,Moderate,Agricultural Runoff
16.546581,80.54243,116.73685,-3853.1267,65208.96,Moderate,Agricultural Runoff
16.546581,80.54917,143.87166,-3093.447,-58276.117,Moderate,Agricultural Runoff
16.546581,80.55086,100.97426,-67047.016,-2112.492,Moderate,Agricultural Runoff
16.546581,80.55255,115.993004,53026.98,-22201.49,Moderate,Agricultural Runoff
16.546581,80.55424,116.26735,36634.945,27395.574,Moderate,Agricultural Runoff
16.544964,80.53905,116.759224,-43571.81,30851.559,Moderate,Agricultural Runoff
16.544964,80.54073,117.58706,-40480.46,56091.113,Moderate,Agricultural Runoff
16.544964,80.54243,111.04569,27831.215,-25236.17,Moderate,Agricultural Runoff
16.544964,80.54411,97.029305,104585.734,50128.46,Low,Agricultural Runoff
16.544964,80.55086,132.3298,-54719.5,-12138.958,Moderate,Agricultural Runoff
16.544964,80.55255,112.5281,41523.816,-42061.5,Moderate,Agricultural Runoff
16.544964,80.55424,108.96847,12168.92,-16438.09,Moderate,Agricultural Runoff
16.544964,80.55592,108.2267,46039.023,35614.2,Moderate,Agricultural Runoff
16.544964,80.55761,79.64416,21796.057,121084.75,Low,Industrial Zone Upstream
16.543346,80.53905,138.06825,-20854.254,-29653.404,Moderate,Agricultural Runoff
16.543346,80.54411,98.682106,-22539.309,-105700.17,Low,Agricultural Runoff
16.543346,80.5458,115.80262,24007.723,-11774.577,Moderate,Agricultural Runoff
16.543346,80.547485,116.00382,-46933.445,96544.766,Moderate,Agricultural Runoff
16.543346,80.54917,140.72144,41080.0,72467.3,Moderate,Agricultural Runoff
16.543346,80.55086,157.52516,588.702,69610.74,Moderate,Agricultural Runoff
16.543346,80.55255,103.10778,-3599.6973,79255.71,Moderate,Agricultural Runoff
16.543346,80.55424,82.6991,33160.035,37834.566,Low,Agricultural Runoff
16.543346,80.55592,86.11327,67912.09,8757.411,Low,Agricultural Runoff
16.543346,80.55761,94.66732,83087.65,7113.1367,Low,Industrial Zone Upstream
16.543346,80.559296,91.08966,63077.39,28133.568,Low,Industrial Zone Upstream
16.541729,80.53905,178.19014,24438.203,-34409.54,Moderate,Agricultural Runoff
16.541729,80.547485,92.44518,-8255.928,-85223.945,Low,Agricultural Runoff
16.541729,80.54917,120.607086,-86122.77,-68476.875,Moderate,Agricultural Runoff
16.541729,80.55086,115.843254,-33050.055,67873.12,Moderate,Agricultural Runoff
16.541729,80.55255,93.31389,36783.29,10845.965,Low,Agricultural Runoff
16.541729,80.55424,78.42812,9755.865,26647.795,Low,Agricultural Runoff
16.541729,80.55592,75.64423,67436.766,42489.395,Low,Agricultural Runoff
16.541729,80.55761,83.28238,110147.04,14430.517,Low,Industrial Zone Upstream
16.541729,80.559296,82.35165,85525.93,2079.5369,Low,Industrial Zone Upstream
16.541729,80.56099,132.65697,52977.785,9824.133,Moderate,Industrial Zone Upstream
16.541729,80.562675,131.70241,48924.336,41007.277,Moderate,Industrial Zone Upstream
16.541729,80.56436,89.85283,26157.98,57896.875,Low,Industrial Zone Upstream
16.54011,80.55424,57.0365,-54406.906,-88094.266,Low,Agricultural Runoff
16.54011,80.55592,76.52725,-53117.242,-114722.96,Low,Agricultural Runoff
16.54011,80.55761,85.43525,31778.912,46795.285,Low,Industrial Zone Upstream
16.54011,80.559296,110.35917,67729.68,22137.508,Moderate,Industrial Zone Upstream
16.54011,80.56099,157.23491,49086.773,28553.387,Moderate,Industrial Zone Upstream
16.54011,80.562675,100.58021,57445.723,50804.215,Moderate,Industrial Zone Upstream
16.54011,80.56436,95.25237,71888.89,55648.26,Low,Industrial Zone Upstream
16.54011,80.56605,106.425606,65381.53,52564.574,Moderate,Industrial Zone Upstream
16.54011,80.56773,89.946014,8975.593,90996.97,Low,Industrial Zone Upstream
16.538492,80.55761,106.13983,-15400.796,-33148.14,Moderate,Industrial Zone Upstream
16.538492,80.559296,153.89641,-12390.479,51067.637,Moderate,Industrial Zone Upstream
16.538492,80.56099,149.90784,76448.664,-23461.248,Moderate,Industrial Zone Upstream
16.538492,80.562675,104.01763,62628.992,-6800.591,Moderate,Industrial Zone Upstream
16.538492,80.56436,97.25105,104864.07,-5758.8467,Low,Industrial Zone Upstream
16.538492,80.56605,104.08166,99876.97,6310.2476,Moderate,Industrial Zone Upstream
16.538492,80.56773,110.35767,40597.184,7756.9487,Moderate,Industrial Zone Upstream
16.538492,80.56942,110.54601,34169.797,33743.664,Moderate,Industrial Zone Upstream
16.536875,80.55761,244.94257,40068.99,-134.30254,Moderate,Industrial Zone Upstream
16.536875,80.559296,207.80537,-9704.606,-20605.361,Moderate,Industrial Zone Upstream
16.536875,80.56099,140.552,46166.73,-6925.8564,Moderate,Industrial Zone Upstream
16.536875,80.562675,129.9633,25014.398,1592.287,Moderate,Industrial Zone Upstream
16.536875,80.56436,115.03661,45557.484,21745.63,Moderate,Industrial Zone Upstream
16.536875,80.56605,97.44929,51831.457,2625.12,Low,Industrial Zone Upstream
16.536875,80.56773,91.423004,45576.24,-8835.716,Low,Industrial Zone Upstream
16.536875,80.56942,111.87914,36417.25,3545.0598,Moderate,Industrial Zone Upstream
16.536875,80.57111,112.97204,85576.53,60851.523,Moderate,Industrial Zone Upstream
16.535255,80.559296,183.8365,-21521.934,-19583.898,Moderate,Industrial Zone Upstream
16.535255,80.56099,110.14115,84816.836,-81761.586,Moderate,Industrial Zone Upstream
16.535255,80.562675,85.28446,-46281.027,-101326.76,Low,Industrial Zone Upstream
16.535255,80.56436,101.43224,1915.05,-91130.09,Moderate,Industrial Zone Upstream
16.535255,80.56605,95.972565,60278.434,-3762.1604,Low,Industrial Zone Upstream
16.535255,80.56773,86.60845,48444.473,8158.173,Low,Industrial Zone Upstream
16.535255,80.56942,107.03449,38335.332,-1181.436,Moderate,Industrial Zone Upstream
16.535255,80.57111,110.43989,52224.7,-2380.7886,Moderate,Industrial Zone Upstream
16.535255,80.5728,115.602234,73302.086,49141.53,Moderate,Industrial Zone Upstream
16.535255,80.574486,102.17271,22797.87,64594.766,Moderate,Industrial Zone Upstream
16.533638,80.559296,176.08737,-71627.984,-25136.918,Moderate,Industrial Zone Upstream
16.533638,80.56605,103.217514,-16499.947,-22255.627,Moderate,Industrial Zone Upstream
16.533638,80.56773,109.09423,44001.023,5654.479,Moderate,Industrial Zone Upstream
16.533638,80.56942,103.915184,44004.844,-5443.8364,Moderate,Industrial Zone Upstream
16.533638,80.57111,110.80541,42471.137,4533.269,Moderate,Industrial Zone Upstream
16.533638,80.5728,115.85178,43677.57,23862.121,Moderate,Industrial Zone Upstream
16.533638,80.574486,118.733986,68369.14,24413.535,Moderate,Industrial Zone Upstream
16.533638,80.57617,118.27735,75845.18,72206.64,Moderate,Industrial Zone Upstream
16.53202,80.559296,173.45918,-139719.77,-1260.2118,Moderate,Industrial Zone Upstream
16.53202,80.56942,86.99158,-71772.59,-39605.723,Low,Industrial Zone Upstream
16.53202,80.57111,87.346054,32166.014,-36861.42,Low,Industrial Zone Upstream
16.53202,80.5728,91.4082,56287.293,-47541.496,Low,Industrial Zone Upstream
16.53202,80.574486,93.637375,63918.406,-19112.264,Low,Industrial Zone Upstream
16.53202,80.57617,93.81725,54258.645,-5544.4336,Low,Industrial Zone Upstream
16.53202,80.57786,112.42541,95872.38,37440.723,Moderate,Industrial Zone Upstream
16.53202,80.57955,111.54088,41750.305,31070.25,Moderate,Industrial Zone Upstream
16.530401,80.559296,165.86266,-64876.914,-29528.385,Moderate,Industrial Zone Upstream
